[-2183171.3629023093, -209530.44204214663, -208337.90958978978, -207194.86730872211, -206093.52183281683, -205027.13175282869, -203989.80833548153, -202976.36531409083, -201982.2028012251, -201003.21404941165, -200035.70631710687, -199076.32895997056, -198122.00339002124, -197169.85095144541, -196217.11618905023, -195261.0844889665, -194298.99462962398, -193327.94831078325, -192344.82011887876, -191346.17255406856, -190328.18169820643, -189286.58001430842, -188216.62402219087, -187113.09682188241, -185970.35951955238, -184782.47266696824, -183543.42011922455, -182247.4843643372, -180889.84449421338, -179467.4924938835, -177980.57935473073, -176434.28173355665, -174841.16588985958, -173223.73081328211, -171616.26484052479, -170064.45669798023, -168620.92007011533, -167335.93411347084, -166245.7222909253, -165363.6327053959, -164679.06768585622, -164164.22695417961, -163784.08532364047, -163504.65863074575, -163297.46514094819, -163140.7198649311, -163018.7014882587, -162920.46995894646, -162838.57538158091, -162768.00198744604, -162705.38602296766, -162648.46735869561, -162595.71704760834, -162546.08910362973, -162498.85685787769, -162453.50568683379, -162409.66284150563, -162367.05151789926, -162325.4607073119, -162284.72530540297, -162244.71289490184, -162205.31487953587, -162166.44046578178, -162128.01251862777, -162089.96465937802, -162052.23919414278, -162014.78560410603, -161977.55942077178, -161940.52136909522, -161903.63670023397, -161866.87466101005, -161830.20806383813, -161793.61293189143, -161757.06820162633, -161720.55546976664, -161684.05877522368, -161647.56440878811, -161611.06074509828, -161574.53809258004, -161537.98855794198, -161501.40592246954, -161464.78552787701, -161428.12416988215, -161391.41999798972, -161354.67242024667, -161317.88201194536, -161281.05042745973, -161244.18031454884, -161207.27523061685, -161170.33956054042, -161133.37843579039, -161096.39765466811, -161059.40360356466, -161022.40317923366, -160985.40371211868, -160948.41289084643, -160911.43868804359, -160874.48928765219, -160837.57301397849, -160800.69826270378, -160763.87343411834, -160727.10686882917, -160690.40678620199, -160653.78122578806, -160617.23799196683, -160580.78460201627, -160544.42823781699, -160508.17570132989, -160472.03337400305, -160436.00718019082, -160400.10255465779, -160364.32441418729, -160328.67713329688, -160293.16452400657, -160257.7898195865, -160222.55566217646, -160187.4640941284, -160152.51655291143, -160117.71386938042, -160083.05626919933, -160048.54337718288, -160014.1742243148, -159979.94725718469, -159945.86034958556, -159911.91081599952, -159878.0954267167, -159844.41042431779, -159810.85154127702, -159777.41401842941, -159744.09262408403, -159710.88167355501, -159677.77504892036, -159644.76621881971, -159611.84825813485, -159579.01386740967, -159546.25539189775, -159513.56484013723, -159480.93390198995, -159448.35396609857, -159415.81613674187, -159383.311250094, -159350.82988992124, -159318.36240277201, -159285.89891273974, -159253.42933589907, -159220.94339454474, -159188.43063137116, -159155.88042374907, -159123.2819982715, -159090.62444573725, -159057.89673674729, -159025.08773807372, -158992.18622994859, -158959.18092438456, -158926.0604846107, -158892.8135456442, -158859.42873596537, -158825.89470019433, -158792.20012257734, -158758.33375103038, -158724.28442137566, -158690.04108135711, -158655.59281393629, -158620.92885932856, -158586.03863521595, -158550.91175456921, -158515.53804055465, -158479.90753806723, -158444.01052152706, -158407.83749870915, -158371.37921052065, -158334.62662679306, -158297.57093832176, -158260.20354551586, -158222.51604415858, -158184.5002088722, -158146.14797492485, -158107.451419066, -158068.40274005232, -158028.99423948955, -157989.21830356243, -157949.06738613415, -157908.53399362433, -157867.61067197798, -157826.28999596075, -157784.5645609434, -157742.42697727284, -157699.86986727983, -157656.8858649373, -157613.46761815841, -157569.60779370475, -157525.29908466799, -157480.53422048542, -157435.30597945544, -157389.6072037206, -157343.43081668325, -157296.76984284405, -157249.61743004015, -157201.96687407696, -157153.81164574402, -157105.14542021378, -157055.96210881911, -157006.25589320465, -156956.02126184443, -156905.25304892013, -156853.94647553211, -156802.09719322133, -156749.70132976258, -156696.75553717196, -156643.25704186095, -156589.20369684443, -156534.594035888, -156479.42732945955, -156423.70364230618, -156367.42389247098, -156310.58991149781, -156253.20450555964, -156195.27151719286, -156136.79588728046, -156077.78371688171, -156018.24232846222, -155958.18032602622, -155897.60765361725, -155836.53565160025, -155774.97711009407, -155712.94631890123, -155650.45911322648, -155587.53291446654, -155524.18676532956, -155460.44135853054, -155396.31905831976, -155331.84391411263, -155267.04166551828, -155201.93973811521, -155136.56722937964, -155070.95488425597, -155005.13505994916, -154939.14167963498, -154873.01017491583, -154806.77741698406, -154740.48163661422, -154674.16233327321, -154607.86017378711, -154541.61688120372, -154475.47511461694, -154409.47834091657, -154343.6706995361, -154278.09686141816, -154212.80188350976, -154147.83106016947, -154083.22977291804, -154019.04333995658, -153955.31686685435, -153892.09509973359, -153829.42228217516, -153767.34201692027, -153705.89713328853, -153645.12956102175, -153585.08021105989, -153525.7888635337, -153467.2940630377, -153409.63302104123, -153352.84152510029, -153296.95385438559, -153242.00270091501, -153188.01909581531, -153135.03233991205, -153083.06993799363, -153032.15753617373, -152982.31886193229, -152933.57566659647, -152885.94767023998, -152839.4525092424, -152794.10568697765, -152749.92052836777, -152706.90813923738, -152665.07737159843, -152624.43479611026, -152584.98468302091, -152546.72899289575, -152509.66737834879, -152473.79719784239, -152439.11354241372, -152405.60927591362, -152373.27508904412, -152342.09956715046, -152312.06927140005, -152283.16883264657, -152255.38105699889, -152228.68704184311, -152203.0663008613, -152178.4968964374, -152154.95557773378, -152132.41792268533, -152110.85848216151, -152090.25092460497, -152070.56817954851, -152051.78257854757, -152033.86599220466, -152016.78996214483, -152000.52582696272, -151985.04484135218, -151970.31828778904, -151956.31758031936, -151943.01436014377, -151930.38058283643, -151918.38859716695, -151907.01121559119, -151896.22177657858, -151885.99419902507, -151876.30302905454, -151867.12347957536, -151858.43146298625, -151850.20361746172, -151842.41732726153, -151835.05073751221, -151828.08276393035, -151821.49309792387, -151815.26220752581, -151809.37133458749, -151803.80248863253, -151798.53843778317, -151793.56269710924, -151788.85951476247, -151784.41385621432, -151780.21138689257, -151776.23845350675, -151772.48206429815, -151768.92986846002, -151765.57013492374, -151762.3917307074, -151759.384098988, -151756.53723704763, -151753.84167422703, -151751.28844999828, -151748.86909225836, -151746.57559592868, -151744.40040193772, -151742.33637664185, -151740.3767917454, -151738.51530475236, -151736.74593999345, -151735.06307024675, -151733.4613989768, -151731.93594320415, -151730.48201701333, -151729.09521570089, -151727.77140056944, -151726.50668436158, -151725.29741731743, -151724.14017386286, -151723.03173990652, -151721.96910072921, -151720.94942946464, -151719.9700761362]
A->a 0.000903138946635
A->D D 7.18251827025e-05
A->D C 0.000516063099175
A->D B 2.89261266511e-08
A->D A 0.130444648714
A->A B 1.19337615422e-05
A->A C 0.223070493303
A->A A 1.39969307049e-63
A->A D 0.124363919129
A->B A 1.09398448728e-05
A->B C 1.95891461749e-09
A->B B 0.164842952478
A->B D 2.49730080782e-08
A->C A 0.351940577027
A->C B 6.16929966654e-11
A->C C 0.00329326663901
A->C D 0.000530185955814
C->a 0.873093592008
C->D D 0.00826524059251
C->D C 0.00933547619286
C->D B 3.30728312088e-07
C->D A 5.35709478498e-68
C->A B 2.40744108033e-83
C->A C 1.89106795143e-65
C->A A 4.30728045805e-167
C->A D 1.30815963434e-67
C->B A 7.68264564217e-83
C->B C 1.20760012014e-07
C->B B 5.29205797511e-16
C->B D 1.18919377481e-07
C->C A 4.27621599225e-66
C->C B 2.03533862403e-06
C->C C 0.0278397839599
C->C D 0.0814633015
B->a 0.00279382367781
B->D D 0.0613923205387
B->D C 0.0426009015068
B->D B 0.18852117722
B->D A 3.02321409191e-46
B->A B 4.18161621019e-59
B->A C 1.82192678022e-44
B->A A 2.90094068818e-141
B->A D 6.62224767706e-46
B->B A 6.17412881963e-59
B->B C 0.0521351634763
B->B B 0.000172837313904
B->B D 0.269525899771
B->C A 1.93796322928e-44
B->C B 0.308001238783
B->C C 0.0214003767847
B->C D 0.0534562609278
D->a 0.707874711925
D->D D 0.0552959545549
D->D C 0.125071833304
D->D B 2.76898290364e-06
D->D A 1.33011449917e-65
D->A B 2.30635082418e-80
D->A C 1.24614349049e-63
D->A A 1.85451195876e-164
D->A D 6.00944074737e-66
D->B A 9.29321417136e-83
D->B C 8.00103038437e-06
D->B B 3.54097173581e-14
D->B D 2.99064298266e-06
D->C A 1.60144853468e-63
D->C B 9.17591308075e-06
D->C C 0.0298727845287
D->C D 0.0818617791185
